하바, 73, 177
라마, 70, 183
다다, 94, 177
하가, 49, 196
파가, 89, 142
파가, 91, 198
가마, 54, 155
가차, 46, 146
가타, 67, 189
파아, 74, 174
가라, 66, 197
바아, 97, 181
사파, 73, 197
자가, 78, 194
다가, 45, 175
다아, 47, 190
타다, 53, 152
가자, 83, 170
마타, 71, 193
카카, 58, 197
사다, 81, 149
파아, 88, 195
하아, 94, 167
차바, 88, 145
차자, 86, 172
가아, 85, 190
사바, 48, 197
사하, 50, 159
나아, 90, 179
마가, 95, 140
가하, 91, 165
나타, 49, 177
카차, 45, 188
자차, 70, 173
다마, 58, 160
아하, 75, 159
카아, 51, 191
차카, 56, 146
타다, 92, 189
자바, 44, 189
가다, 59, 150
타차, 51, 158
나카, 72, 152
아차, 58, 142
나하, 97, 195
가마, 92, 152
카자, 99, 156
가파, 88, 176
차차, 63, 161
나사, 43, 151
아하, 54, 177
라라, 41, 154
나파, 88, 148
다사, 47, 165
자자, 49, 182
바다, 85, 196
라파, 52, 149
라라, 64, 140
가파, 87, 163
아파, 94, 185
나가, 66, 143
라가, 53, 152
하차, 81, 190
바마, 43, 159
아파, 67, 158
마카, 44, 149
하카, 95, 193
카바, 97, 192
마자, 86, 161
카마, 61, 152
가파, 80, 183
차가, 75, 154
가마, 91, 172
마바, 73, 198
아카, 79, 187
자차, 57, 164
사타, 96, 170
자사, 50, 184
라라, 44, 187
다나, 64, 189
나차, 77, 194
다사, 76, 142
타바, 80, 140
자파, 90, 179
파차, 50, 188
다나, 55, 163
바파, 49, 165
나파, 76, 171
나하, 72, 167
나카, 81, 151
파아, 72, 171
카카, 79, 152
나파, 84, 196
라차, 52, 161
파라, 72, 199
다바, 58, 167
타아, 59, 193
타파, 96, 145
차하, 41, 146
마차, 81, 148
라마, 74, 176
나다, 69, 166
카파, 85, 181
자바, 66, 173
파자, 45, 163
사바, 57, 182
사사, 65, 154
아다, 98, 197
아마, 75, 195
차하, 78, 169
카하, 69, 170
타파, 83, 157
카하, 83, 184
가가, 84, 190
나라, 81, 180
마하, 95, 161
하아, 81, 144
타파, 70, 146
바나, 58, 145
타자, 58, 156
하자, 46, 194
라파, 91, 190
바다, 61, 163
파가, 81, 154
가나, 47, 160
자아, 73, 175
바다, 42, 165
하사, 59, 164
나가, 52, 144
아라, 70, 184
카나, 65, 171
카타, 41, 173
바카, 85, 179
파사, 79, 170
아라, 80, 168
아자, 67, 148
아카, 75, 169
바자, 84, 189
아라, 59, 186
마마, 63, 196
다다, 66, 192
라아, 89, 143
가바, 46, 172
사카, 83, 198
다나, 61, 151
바차, 75, 146
바나, 90, 183
차바, 89, 196
바아, 74, 193
다자, 98, 177
다사, 61, 141
나아, 85, 188
타하, 74, 168
마라, 68, 153
라마, 49, 184
아자, 51, 163
아차, 97, 174
사나, 92, 148
하사, 42, 144
다라, 97, 180
차나, 61, 186
가자, 41, 186
카타, 97, 179
차하, 98, 147
파타, 83, 166
파파, 50, 186
바아, 77, 149
카바, 48, 162
가라, 65, 170
나라, 82, 149
아자, 85, 195
라바, 40, 159
아차, 47, 192
다바, 56, 180
나바, 95, 141
바파, 79, 145
바다, 77, 159
아바, 91, 155
아파, 58, 171
타다, 41, 165
라카, 40, 140
라타, 45, 199
파사, 62, 172
마라, 44, 196
가가, 93, 152
아라, 94, 184
다사, 63, 144
바라, 42, 145
자바, 71, 153
가자, 95, 191
라하, 65, 173
파나, 45, 161
나가, 54, 182
하차, 40, 142
하아, 59, 171
하바, 65, 194
다나, 58, 171
아마, 53, 142
자아, 82, 156
마가, 85, 164
바사, 75, 157
자라, 59, 149
다자, 51, 142
가라, 94, 194
나라, 87, 166
사하, 42, 184
타파, 58, 190
하나, 92, 188
나자, 65, 189
파아, 79, 187
라파, 41, 177
바카, 79, 142
아마, 51, 145
가차, 97, 140
카아, 61, 188
사카, 81, 171
자하, 68, 150
마타, 80, 156
파바, 45, 148
타마, 43, 168
마가, 73, 141
타마, 45, 145
자나, 89, 161
아차, 76, 150
카마, 95, 159
파가, 73, 172
파파, 88, 193
자나, 83, 148
가사, 74, 166
타차, 80, 161
나사, 83, 186
바다, 72, 186
다파, 71, 150
라가, 68, 143
다카, 40, 193
차가, 80, 146
마마, 41, 196
다하, 82, 176
자자, 67, 199
다파, 70, 196
마파, 44, 184
아나, 99, 181
나라, 74, 161
아바, 98, 192
타가, 54, 192
타사, 60, 159
가차, 74, 157
바다, 55, 180
마마, 52, 173
바타, 78, 179
다파, 42, 171
바가, 98, 199
가하, 88, 164
마차, 44, 183
가마, 69, 148
자다, 97, 170
다자, 64, 161
카라, 53, 180
파가, 76, 179
사라, 92, 162
카차, 86, 182
나마, 54, 182
하사, 52, 183
나마, 40, 142
사사, 75, 199
가마, 49, 172
자파, 77, 153
다자, 89, 165
하하, 86, 144
아마, 55, 140
나타, 95, 142
사타, 46, 155
다아, 61, 190
하나, 81, 156
나하, 77, 140
다나, 99, 160
파마, 94, 168
차하, 49, 179
라라, 53, 189
아가, 70, 189
나마, 62, 180
바파, 51, 160
카파, 98, 158
파바, 58, 185
사사, 99, 183
바차, 62, 149
다아, 74, 176
아바, 99, 193
사다, 68, 198
카차, 66, 156
카하, 68, 157
파아, 51, 149
카차, 47, 147
가카, 98, 174
하라, 72, 184
하바, 65, 180
마다, 65, 157
아차, 93, 169
나바, 84, 159
카라, 46, 173
나카, 48, 150
바자, 99, 198
마다, 97, 144
바가, 78, 186
하사, 54, 178
타파, 53, 168
가카, 44, 163
자가, 89, 184
차바, 47, 185
카다, 49, 173
카나, 88, 170
마아, 67, 184
카사, 62, 193
타카, 79, 144
가사, 87, 167
다라, 99, 151
마라, 44, 179
차차, 86, 190
마카, 69, 187
아파, 56, 156
바카, 56, 192
마하, 83, 175
다하, 77, 176
아아, 88, 176
타바, 50, 163
자파, 60, 160
나마, 55, 171
사바, 42, 148
바파, 94, 190
나차, 89, 176
카라, 64, 157
사마, 45, 153
바차, 62, 175
아마, 44, 175
바가, 52, 155
차하, 93, 155
가카, 83, 178
가마, 49, 182
타라, 55, 193
카다, 62, 176
사라, 66, 170
사파, 46, 142
가하, 70, 166
타나, 95, 158
나바, 94, 191
라라, 54, 198
아차, 59, 148
나아, 92, 180
타가, 68, 144
마라, 78, 195
라바, 68, 161
나아, 51, 174
카아, 95, 190
나차, 48, 183
카나, 83, 174
다자, 75, 141
라사, 67, 159
바사, 51, 188
자타, 73, 152
나라, 68, 187
타차, 82, 179
마자, 43, 148
다하, 43, 175
바카, 65, 157
아아, 95, 144
나아, 83, 154
카하, 54, 187
차타, 49, 178
타하, 63, 146
마가, 53, 182
파나, 87, 153
라자, 96, 155
사다, 65, 183
타파, 90, 161
아카, 59, 168
마마, 83, 197
바타, 94, 176
가차, 83, 177
바자, 95, 168
가다, 64, 142
나나, 68, 188
타나, 67, 169
파다, 96, 159
라카, 94, 165
나사, 83, 169
카바, 96, 156
아라, 92, 197
마자, 43, 182
차사, 74, 189
자마, 96, 169
나가, 47, 191
차다, 60, 186
하가, 72, 152
파자, 82, 154
파하, 62, 194
사다, 53, 153
차파, 83, 177
바파, 63, 169
카나, 56, 193
타차, 69, 143
다라, 79, 164
마다, 95, 180
타카, 97, 162
파아, 81, 192
파하, 52, 152
라파, 72, 184
타라, 81, 189
하가, 42, 162
사타, 76, 146
하차, 59, 152
나사, 86, 182
자마, 66, 172
마타, 63, 194
하카, 49, 169
라차, 58, 176
카마, 98, 155
카사, 74, 158
타라, 46, 158
바타, 54, 197
마아, 71, 186
다카, 51, 146
하나, 84, 196
라마, 54, 147
사나, 98, 170
자타, 49, 177
라자, 87, 163
다카, 72, 148
나타, 72, 169
하차, 40, 162
가타, 96, 141
나카, 97, 161
바마, 65, 159
다사, 55, 160
자사, 83, 186
바나, 55, 147
사마, 87, 147
차차, 93, 141
사카, 86, 164
바사, 54, 183
가파, 83, 179
사자, 47, 151
바카, 67, 176
아사, 80, 147
라다, 93, 149
자자, 59, 178
라하, 47, 197
파다, 55, 171
마타, 77, 187
카카, 97, 183
카가, 70, 171
타아, 73, 176
타타, 62, 191
